Open time,Open,High,Low,Close,Volume,Quote volume,Trade count,Taker base volume,Taker quote volume
2025-05-03 19:00:00+00:00,96121.9,96184.0,96092.0,96178.1,33.613,3231674.0314,809,17.157,1649551.3002
2025-05-03 19:15:00+00:00,96178.0,96245.0,96175.7,96236.1,58.106,5590421.2218,950,31.565,3036866.9854
2025-05-03 19:30:00+00:00,96236.0,96310.4,96236.0,96258.6,68.359,6581404.9286,1136,30.567,2942836.5201
2025-05-03 19:45:00+00:00,96258.5,96326.0,96254.0,96326.0,86.703,8349646.1828,1408,52.556,5061367.2227
2025-05-03 20:00:00+00:00,96326.0,96363.0,96308.2,96308.2,61.021,5878972.104,1073,25.168,2424752.9394
2025-05-03 20:15:00+00:00,96308.2,96342.4,96280.0,96332.0,41.288,3976559.1659,775,17.123,1649033.6717
2025-05-03 20:30:00+00:00,96331.9,96340.0,96246.7,96325.8,35.444,3412609.6504,821,14.32,1378732.9635
2025-05-03 20:45:00+00:00,96325.8,96341.9,96272.5,96315.0,48.326,4654293.2755,936,22.812,2196952.0875
2025-05-03 21:00:00+00:00,96315.9,96316.0,96234.6,96256.4,62.865,6051040.0799,823,22.335,2149731.1105
2025-05-03 21:15:00+00:00,96256.3,96376.9,96254.0,96376.8,131.828,12695307.8982,1683,79.285,7635288.5666
2025-05-03 21:30:00+00:00,96376.8,96408.0,96227.6,96270.1,154.186,14850490.5355,1911,56.517,5443635.1174
2025-05-03 21:45:00+00:00,96270.1,96315.9,96210.1,96242.0,56.726,5459434.6971,1181,33.065,3182022.6581
2025-05-03 22:00:00+00:00,96242.0,96320.3,96178.0,96186.0,171.666,16519840.6062,3054,65.87,6339288.0573
2025-05-03 22:15:00+00:00,96186.0,96230.0,96180.0,96201.6,27.609,2655896.531,611,19.883,1912660.9925
2025-05-03 22:30:00+00:00,96202.0,96244.3,96192.7,96238.0,15.466,1488096.7537,454,8.038,773407.9682
2025-05-03 22:45:00+00:00,96237.9,96238.0,96150.0,96157.1,54.159,5208632.4071,1018,16.255,1563226.3132
2025-05-03 23:00:00+00:00,96157.2,96162.0,96123.0,96124.0,72.295,6950822.8674,1348,30.625,2944319.2621
2025-05-03 23:15:00+00:00,96124.1,96159.1,95922.7,95928.1,178.828,17176411.0855,3305,71.4,6856469.7881
2025-05-03 23:30:00+00:00,95928.1,96024.9,95736.1,95903.4,310.442,29758878.6771,5508,157.856,15132593.5667
2025-05-03 23:45:00+00:00,95903.4,95954.0,95802.1,95838.7,94.377,9047595.6778,1848,42.553,4079070.972
2025-05-04 00:00:00+00:00,95838.7,95942.3,95750.0,95942.2,94.757,9084643.2127,2112,54.559,5230750.3084
2025-05-04 00:15:00+00:00,95942.3,96028.8,95880.0,95883.9,97.573,9362192.7976,2353,49.506,4750124.5586
2025-05-04 00:30:00+00:00,95884.0,95930.0,95752.7,95788.2,86.938,8330047.4592,2206,40.262,3857472.3918
2025-05-04 00:45:00+00:00,95788.1,95896.0,95754.6,95846.8,81.953,7852506.2716,2061,53.696,5145017.3508
2025-05-04 01:00:00+00:00,95846.9,95927.1,95782.1,95920.6,52.109,4995968.198,1613,27.821,2667179.7216
2025-05-04 01:15:00+00:00,95920.1,95954.7,95805.8,95930.5,77.393,7421253.3181,1623,32.211,3088724.1503
2025-05-04 01:30:00+00:00,95930.1,95942.0,95565.3,95668.3,300.182,28729930.1876,4775,106.334,10178982.2187
2025-05-04 01:45:00+00:00,95668.4,96154.1,95574.0,96071.9,272.967,26168597.0198,7059,166.86,15995815.698
2025-05-04 02:00:00+00:00,96071.9,96258.3,96050.0,96202.1,174.486,16780763.088,3822,86.813,8349599.3878
2025-05-04 02:15:00+00:00,96202.0,96276.9,96094.8,96164.0,99.332,9553883.2207,2501,50.234,4831584.8894
2025-05-04 02:30:00+00:00,96163.9,96232.3,95802.1,95897.3,265.246,25455224.6964,4910,116.914,11222145.7186
2025-05-04 02:45:00+00:00,95897.4,95961.9,95790.3,95870.0,87.517,8390354.6181,2387,45.98,4407974.825
2025-05-04 03:00:00+00:00,95870.1,95885.2,95645.0,95741.2,135.635,12983942.9291,2962,50.952,4877596.2393
2025-05-04 03:15:00+00:00,95741.9,95784.0,95656.0,95781.3,103.142,9872029.6916,2172,60.567,5797220.3216
2025-05-04 03:30:00+00:00,95781.4,95865.5,95686.0,95748.0,97.853,9372080.5219,1852,53.312,5105485.7099
2025-05-04 03:45:00+00:00,95747.9,95845.8,95700.1,95714.0,66.27,6347926.7027,1981,31.932,3058526.2144
2025-05-04 04:00:00+00:00,95714.0,95859.9,95713.9,95825.7,75.989,7279315.987,1579,48.366,4633248.7853
2025-05-04 04:15:00+00:00,95825.9,95924.7,95825.9,95892.0,78.575,7534710.9977,1624,41.447,3974332.216
2025-05-04 04:30:00+00:00,95892.0,95898.4,95732.9,95749.0,54.272,5198267.0644,1265,17.512,1677167.5513
2025-05-04 04:45:00+00:00,95750.0,95837.5,95716.0,95716.1,50.968,4880376.1402,1507,27.72,2654243.3531
2025-05-04 05:00:00+00:00,95716.0,95938.0,95676.0,95880.0,129.683,12431893.0795,2546,73.451,7040242.0082
2025-05-04 05:15:00+00:00,95880.0,95966.0,95773.3,95928.0,95.433,9148543.9688,1963,61.746,5919058.2149
2025-05-04 05:30:00+00:00,95928.0,95966.5,95879.2,95938.0,103.134,9892267.3456,1281,35.506,3405804.4437
2025-05-04 05:45:00+00:00,95936.7,96110.0,95936.7,96020.0,176.76,16974383.9238,2859,89.844,8627146.1445
2025-05-04 06:00:00+00:00,96020.0,96121.6,95946.0,96004.8,191.49,18387324.5653,2605,77.379,7429949.8687
2025-05-04 06:15:00+00:00,96004.9,96058.0,95912.1,95926.4,126.356,12126870.4001,1659,66.021,6336367.3837
2025-05-04 06:30:00+00:00,95926.4,95947.6,95841.1,95890.0,169.733,16275122.6545,1751,102.776,9854428.3969
2025-05-04 06:45:00+00:00,95889.9,95967.4,95875.8,95884.0,92.095,8833674.0811,1166,39.949,3831862.4796
2025-05-04 07:00:00+00:00,95884.5,96044.0,95842.9,96020.0,90.924,8722301.247,1145,48.801,4681645.6223
2025-05-04 07:15:00+00:00,96020.0,96050.0,95865.5,95887.9,108.467,10408599.4035,1435,45.589,4374734.4191
2025-05-04 07:30:00+00:00,95887.9,95887.9,95780.2,95816.1,119.917,11489730.9392,1542,50.395,4828412.1066
2025-05-04 07:45:00+00:00,95816.0,95870.0,95786.0,95854.2,147.54,14138336.0881,1487,87.118,8348465.1426
2025-05-04 08:00:00+00:00,95855.0,95900.0,95852.5,95867.8,85.821,8227846.392,1071,48.232,4624020.4425
2025-05-04 08:15:00+00:00,95867.8,95867.8,95588.0,95658.4,364.879,34919070.6679,4066,159.451,15258858.7033
2025-05-04 08:30:00+00:00,95659.2,95679.6,95401.0,95594.1,480.094,45882317.6389,6678,215.856,20630928.1651
2025-05-04 08:45:00+00:00,95594.0,95668.0,95514.7,95625.9,173.866,16624487.8284,2077,65.764,6288546.3878
2025-05-04 09:00:00+00:00,95625.9,95666.0,95525.1,95625.9,207.857,19872032.472,2051,84.926,8119530.6984
2025-05-04 09:15:00+00:00,95626.0,95630.0,95430.0,95473.7,245.019,23403864.7188,2721,91.336,8723642.1178
2025-05-04 09:30:00+00:00,95473.6,95568.0,95415.0,95478.0,224.99,21485464.1987,2234,92.692,8850989.9669
2025-05-04 09:45:00+00:00,95478.1,95537.2,95437.6,95460.0,206.438,19712590.2848,2075,97.077,9270021.8519
2025-05-04 10:00:00+00:00,95460.0,95492.0,95368.8,95440.0,223.38,21316568.9953,2478,98.679,9416387.9179
2025-05-04 10:15:00+00:00,95440.0,95449.5,95266.0,95414.1,341.735,32583697.2441,4106,154.172,14699778.8968
2025-05-04 10:30:00+00:00,95414.0,95473.7,95362.0,95459.9,103.868,9912385.27,1783,50.713,4839651.9223
2025-05-04 10:45:00+00:00,95463.9,95505.7,95350.0,95372.0,97.52,9305711.8654,1665,31.127,2970600.0967
2025-05-04 11:00:00+00:00,95372.1,95499.9,95336.6,95442.1,109.98,10494433.1765,1897,66.094,6306745.265
2025-05-04 11:15:00+00:00,95442.1,95521.1,95416.3,95447.9,144.464,13794480.0319,1447,107.688,10283071.5156
2025-05-04 11:30:00+00:00,95448.0,95479.9,95392.0,95420.1,138.08,13178357.423,1458,77.609,7407187.5552
2025-05-04 11:45:00+00:00,95420.2,95456.0,95355.0,95394.0,160.315,15293177.1106,1412,91.217,8701759.4614
2025-05-04 12:00:00+00:00,95394.0,95477.2,95380.0,95477.2,137.508,13122355.5128,1409,98.644,9413673.3591
2025-05-04 12:15:00+00:00,95477.2,95553.6,95408.0,95423.1,169.232,16157631.2586,1822,106.816,10198240.1927
2025-05-04 12:30:00+00:00,95423.2,95502.1,95408.4,95496.0,160.702,15338777.4112,1343,87.112,8314462.3512
2025-05-04 12:45:00+00:00,95496.0,95564.1,95437.6,95441.5,135.93,12983791.6464,1691,73.63,7033510.8638
2025-05-04 13:00:00+00:00,95441.9,95569.5,95420.8,95420.8,121.762,11627409.5794,1452,58.757,5611105.0358
2025-05-04 13:15:00+00:00,95420.8,95420.8,95289.4,95408.1,255.891,24400134.3012,2779,128.911,12291993.3513
2025-05-04 13:30:00+00:00,95408.0,95414.0,95219.1,95228.6,277.549,26453508.6199,2856,115.599,11017086.8749
2025-05-04 13:45:00+00:00,95228.6,95372.3,95200.3,95339.9,257.369,24524507.1702,2448,163.652,15594103.1208
2025-05-04 14:00:00+00:00,95340.0,95486.5,95294.0,95445.9,224.096,21380101.4111,2010,152.206,14520966.9584
2025-05-04 14:15:00+00:00,95446.0,95541.6,95440.0,95533.7,184.989,17666527.2158,1749,123.622,11805581.9664
2025-05-04 14:30:00+00:00,95533.7,95563.6,95466.0,95510.0,207.086,19780214.4452,2112,89.133,8513322.5107
2025-05-04 14:45:00+00:00,95509.9,95605.5,95487.1,95564.1,176.953,16909172.7803,1786,96.078,9181012.785
2025-05-04 15:00:00+00:00,95562.0,95646.1,95562.0,95618.1,250.335,23935678.5514,2755,138.769,13268067.5903
2025-05-04 15:15:00+00:00,95618.0,95621.7,95500.0,95569.1,187.048,17872799.2516,1759,63.119,6031037.7399
2025-05-04 15:30:00+00:00,95569.1,95572.0,95430.0,95430.1,149.606,14284996.1017,1514,60.084,5736922.354
2025-05-04 15:45:00+00:00,95430.1,95472.4,95389.5,95432.0,130.83,12485611.6585,1458,76.799,7329209.5652
2025-05-04 16:00:00+00:00,95431.9,95508.0,95362.1,95415.9,85.027,8116376.0201,1605,38.432,3668568.6685
2025-05-04 16:15:00+00:00,95415.9,95534.8,95340.0,95468.0,135.028,12884265.9914,2411,67.764,6466277.9019
2025-05-04 16:30:00+00:00,95467.9,95473.9,95272.2,95304.0,112.909,10765216.7186,1812,44.704,4262225.9454
2025-05-04 16:45:00+00:00,95304.0,95368.1,95267.5,95315.9,114.107,10875292.7468,1868,69.91,6662879.1441
2025-05-04 17:00:00+00:00,95316.0,95448.0,95308.0,95423.9,113.798,10853691.3659,1571,53.748,5126706.7348
2025-05-04 17:15:00+00:00,95423.9,95423.9,95281.5,95318.8,92.224,8792326.5192,1186,43.358,4133071.1331
2025-05-04 17:30:00+00:00,95318.7,95381.0,95221.1,95360.0,175.56,16729681.0215,2078,85.728,8169737.7808
2025-05-04 17:45:00+00:00,95360.0,95443.3,95360.0,95380.1,195.146,18616664.7165,1626,131.947,12587424.9074
2025-05-04 18:00:00+00:00,95380.0,95455.1,95328.6,95333.9,154.203,14711670.5516,1583,71.569,6828606.2371
2025-05-04 18:15:00+00:00,95334.0,95465.8,95333.9,95432.0,274.072,26150894.0746,2028,148.976,14214060.1754
2025-05-04 18:30:00+00:00,95432.0,95460.4,95365.5,95408.0,211.61,20189849.2555,1231,101.73,9705523.5142
2025-05-04 18:45:00+00:00,95408.0,95450.0,95354.0,95354.4,85.346,8141456.007,1024,29.984,2860201.7586
2025-05-04 19:00:00+00:00,95354.5,95430.0,95320.1,95413.8,48.682,4643278.3615,1020,29.521,2815779.6505
2025-05-04 19:15:00+00:00,95410.0,95457.3,95384.0,95452.2,32.527,3103767.678,599,24.266,2315504.7412
2025-05-04 19:30:00+00:00,95452.1,95605.2,95440.1,95563.4,136.029,12997615.1084,1977,74.44,7112389.3252
2025-05-04 19:45:00+00:00,95563.4,95598.8,95504.5,95552.1,68.01,6497439.4923,993,30.481,2912272.5076
2025-05-04 20:00:00+00:00,95552.1,95626.1,95552.1,95607.8,77.95,7452281.3671,988,45.501,4350102.4139
2025-05-04 20:15:00+00:00,95607.7,95681.7,95538.7,95679.5,133.758,12791808.7971,1658,76.361,7302786.7935
2025-05-04 20:30:00+00:00,95679.5,95690.9,95613.7,95668.7,91.91,8790995.3275,1082,34.185,3269959.9121
2025-05-04 20:45:00+00:00,95668.7,95688.0,95652.0,95688.0,42.691,4084245.8882,556,25.519,2441439.0025
2025-05-04 21:00:00+00:00,95687.9,95726.2,95600.0,95600.0,96.948,9276497.8351,1354,46.62,4461537.8494
2025-05-04 21:15:00+00:00,95600.0,95663.9,95595.8,95662.0,46.137,4411847.9046,547,15.098,1443677.4185
2025-05-04 21:30:00+00:00,95666.0,95716.4,95653.0,95710.5,39.435,3773670.8732,810,23.411,2240300.982
2025-05-04 21:45:00+00:00,95710.5,95710.5,95606.1,95637.9,43.972,4206696.9949,845,20.643,1974883.9624
2025-05-04 22:00:00+00:00,95638.0,95662.5,95061.9,95172.1,801.644,76350907.1628,12144,391.531,37286794.6929
2025-05-04 22:15:00+00:00,95172.0,95298.5,95095.9,95187.8,252.663,24055822.6384,3309,98.897,9416128.9165
2025-05-04 22:30:00+00:00,95187.7,95187.7,94704.1,94848.0,735.479,69779477.9212,10308,286.622,27186940.2678
2025-05-04 22:45:00+00:00,94848.0,94990.0,94770.0,94976.0,194.048,18415320.6288,3168,102.755,9751378.6675
2025-05-04 23:00:00+00:00,94976.0,94997.9,94555.0,94748.1,365.222,34601551.7098,6210,163.624,15503487.0512
2025-05-04 23:15:00+00:00,94748.1,94752.0,94365.0,94376.7,406.607,38432855.0855,5930,152.605,14426088.6994
2025-05-04 23:30:00+00:00,94376.5,94474.1,94111.0,94111.0,591.268,55747615.4434,9325,254.131,23961881.7865
2025-05-04 23:45:00+00:00,94111.1,94321.9,94111.0,94236.0,383.016,36085534.3107,5212,199.867,18830847.2012
2025-05-05 00:00:00+00:00,94236.0,94466.2,94160.0,94398.3,329.511,31068810.1782,5734,185.236,17466262.7738
2025-05-05 00:15:00+00:00,94398.3,94696.9,94398.3,94690.0,272.361,25748110.5416,4489,152.809,14444711.8759
2025-05-05 00:30:00+00:00,94692.0,94760.0,94600.1,94634.0,191.574,18140890.6998,3243,84.471,7999827.9177
2025-05-05 00:45:00+00:00,94633.9,94724.0,94632.0,94674.0,92.868,8793481.8747,1756,41.618,3940409.4961
2025-05-05 01:00:00+00:00,94674.0,94711.9,94328.0,94455.9,290.029,27403777.8157,4609,118.393,11185398.1016
2025-05-05 01:15:00+00:00,94456.6,94506.0,94192.0,94192.0,281.097,26505701.4963,4434,123.611,11656351.9751
2025-05-05 01:30:00+00:00,94192.1,94220.0,93658.9,93930.9,727.271,68299339.4406,13098,333.046,31274166.6742
2025-05-05 01:45:00+00:00,93928.4,94004.0,93831.1,93896.1,223.813,21023511.2327,3562,131.976,12397230.8969
2025-05-05 02:00:00+00:00,93896.0,94026.0,93467.3,94023.9,701.321,65740504.2098,11068,340.365,31909460.2068
2025-05-05 02:15:00+00:00,94024.0,94295.6,94024.0,94235.0,451.697,42539530.3094,6791,234.762,22110046.8287
2025-05-05 02:30:00+00:00,94235.0,94356.8,94214.0,94217.8,219.882,20734414.4754,3630,117.857,11113370.201
2025-05-05 02:45:00+00:00,94217.8,94360.0,94161.3,94212.0,254.13,23959723.5528,3009,130.2,12275093.4774
2025-05-05 03:00:00+00:00,94211.9,94268.0,94069.7,94118.5,190.123,17899214.9367,2947,86.9,8181395.286
2025-05-05 03:15:00+00:00,94122.0,94224.8,94001.8,94006.3,211.648,19915268.3921,3815,100.7,9475199.1335
2025-05-05 03:30:00+00:00,94006.3,94154.0,94006.3,94154.0,135.837,12779408.6662,2568,83.926,7895421.5559
2025-05-05 03:45:00+00:00,94154.5,94160.0,94008.0,94016.0,81.811,7695974.9568,1670,39.647,3729462.355
2025-05-05 04:00:00+00:00,94016.0,94168.8,93982.8,94130.0,126.405,11891587.8789,2689,68.915,6483165.9337
2025-05-05 04:15:00+00:00,94129.9,94310.0,94129.9,94296.0,146.993,13854404.775,2558,73.913,6965814.7111
2025-05-05 04:30:00+00:00,94296.0,94400.0,94263.3,94395.9,141.772,13374078.4778,2249,79.096,7461543.9714
2025-05-05 04:45:00+00:00,94395.9,94412.0,94332.1,94386.0,143.677,13559849.1845,1833,74.672,7047123.0476
2025-05-05 05:00:00+00:00,94385.9,94433.6,94206.0,94260.0,275.291,25973201.821,2952,160.666,15159686.0404
2025-05-05 05:15:00+00:00,94260.0,94412.0,94245.7,94393.2,94.91,8953444.851,1407,52.305,4934799.0152
2025-05-05 05:30:00+00:00,94393.2,94503.6,94334.0,94467.8,198.585,18756270.8189,2673,120.813,11410716.4676
2025-05-05 05:45:00+00:00,94467.8,94724.3,94460.4,94687.7,252.313,23864694.0866,3318,147.605,13961840.8032
2025-05-05 06:00:00+00:00,94691.7,94741.0,94584.2,94596.8,275.247,26049169.0077,3288,98.556,9327573.2042
2025-05-05 06:15:00+00:00,94596.8,94673.9,94534.0,94558.1,176.579,16703619.9239,1689,60.91,5761440.5498
2025-05-05 06:30:00+00:00,94558.0,94735.2,94554.8,94668.1,210.664,19941768.0619,2359,93.886,8886495.1821
2025-05-05 06:45:00+00:00,94668.0,94733.0,94613.6,94721.9,254.71,24113804.7811,2265,112.091,10612320.9025
2025-05-05 07:00:00+00:00,94721.9,94849.0,94538.0,94555.2,358.096,33898877.2749,3647,178.385,16891776.4565
2025-05-05 07:15:00+00:00,94555.3,94616.7,94492.8,94544.0,296.723,28057770.4482,3188,133.865,12657788.8234
2025-05-05 07:30:00+00:00,94544.0,94669.4,94526.7,94665.6,202.332,19138485.3967,2069,113.342,10720848.8857
2025-05-05 07:45:00+00:00,94665.5,94722.4,94609.9,94718.0,217.173,20561967.8026,2256,87.022,8238990.6475
2025-05-05 08:00:00+00:00,94718.0,94755.9,94610.5,94626.0,279.504,26462926.2876,3351,140.365,13289348.66
2025-05-05 08:15:00+00:00,94626.0,94674.7,94522.0,94522.0,129.591,12259354.7629,1796,57.311,5422072.7027
2025-05-05 08:30:00+00:00,94522.0,94595.8,94466.9,94508.0,116.107,10974576.0301,1886,63.943,6043646.4694
2025-05-05 08:45:00+00:00,94508.1,94568.7,94452.8,94523.2,99.959,9446966.9876,1620,51.812,4896607.8512
2025-05-05 09:00:00+00:00,94523.2,94577.0,94462.1,94468.7,134.795,12738407.2769,1763,43.865,4145758.6033
2025-05-05 09:15:00+00:00,94468.7,94600.0,94440.1,94571.9,83.173,7861005.3648,1430,39.085,3694381.6085
2025-05-05 09:30:00+00:00,94571.9,94613.6,94496.0,94566.2,60.358,5707800.911,1294,28.606,2704785.6427
2025-05-05 09:45:00+00:00,94566.2,94606.0,94512.0,94521.9,70.504,6666908.5278,1333,33.262,3145355.6105
2025-05-05 10:00:00+00:00,94521.9,94531.9,94373.4,94399.0,146.309,13814284.3094,2073,60.34,5696752.3592
2025-05-05 10:15:00+00:00,94399.0,94416.0,94330.0,94330.0,163.875,15463625.9027,1850,71.929,6787297.1966
2025-05-05 10:30:00+00:00,94330.1,94418.0,94118.4,94166.0,257.094,24232765.8566,4391,101.69,9586075.1569
2025-05-05 10:45:00+00:00,94166.1,94189.9,94032.0,94086.1,178.975,16838884.1639,3191,77.466,7288764.4486
2025-05-05 11:00:00+00:00,94086.1,94196.0,94054.9,94195.9,131.967,12423951.1018,2233,75.675,7124285.0767
2025-05-05 11:15:00+00:00,94195.9,94259.4,93943.0,93972.1,233.965,22014568.0439,3284,114.454,10770345.4578
2025-05-05 11:30:00+00:00,93972.0,94045.4,93850.0,93900.0,250.567,23532043.4006,4179,136.163,12787260.5703
2025-05-05 11:45:00+00:00,93900.0,94086.9,93900.0,94002.1,141.507,13303611.8659,2409,78.143,7346348.8754
2025-05-05 12:00:00+00:00,94002.1,94168.6,93864.1,94153.6,266.628,25067321.6735,4291,149.873,14090610.2494
2025-05-05 12:15:00+00:00,94153.6,94300.0,94114.0,94272.1,180.496,17002754.0908,3361,98.492,9277780.4777
2025-05-05 12:30:00+00:00,94272.0,94299.9,94190.0,94281.9,110.765,10440387.4637,2210,51.569,4860612.9357
2025-05-05 12:45:00+00:00,94281.9,94299.6,94210.1,94284.2,100.3,9454301.2067,2033,45.527,4291357.5451
2025-05-05 13:00:00+00:00,94286.0,94396.3,94150.1,94171.6,217.022,20463538.7788,3187,108.41,10223823.6159
2025-05-05 13:15:00+00:00,94171.5,94318.9,94086.9,94130.0,196.215,18483275.5535,2960,100.845,9499444.0784
2025-05-05 13:30:00+00:00,94130.0,94212.6,93662.3,93840.2,779.679,73215219.4309,13228,403.182,37857676.0402
2025-05-05 13:45:00+00:00,93840.3,94182.1,93592.0,94182.1,690.296,64793959.4692,13332,356.623,33478916.8886
2025-05-05 14:00:00+00:00,94182.1,94493.0,93950.2,93979.9,982.984,92670392.0103,13925,513.558,48416747.0042
2025-05-05 14:15:00+00:00,93981.9,94149.9,93774.2,93892.0,591.391,55548685.7038,8671,298.065,27999272.1
2025-05-05 14:30:00+00:00,93892.0,94100.0,93679.1,94039.9,460.096,43189625.0044,7240,226.44,21256752.8078
2025-05-05 14:45:00+00:00,94039.9,94184.7,93802.7,93834.0,407.513,38307066.9998,6302,190.082,17868836.8783
2025-05-05 15:00:00+00:00,93833.9,93845.9,93558.6,93684.1,561.685,52620767.0119,8177,301.824,28275746.163
2025-05-05 15:15:00+00:00,93681.6,93925.0,93607.1,93801.9,344.985,32357498.6092,4930,217.595,20408290.1025
2025-05-05 15:30:00+00:00,93801.9,93899.0,93642.9,93681.6,300.181,28148224.085,4556,135.806,12736184.4842
2025-05-05 15:45:00+00:00,93682.0,93738.0,93561.2,93718.1,359.7,33689407.456,4662,196.54,18408930.8906
2025-05-05 16:00:00+00:00,93718.1,93989.8,93702.0,93918.8,572.237,53702283.7163,6611,338.072,31725320.1071
2025-05-05 16:15:00+00:00,93918.0,94212.6,93910.0,94125.8,399.81,37618854.6887,5339,200.823,18893744.2639
2025-05-05 16:30:00+00:00,94125.9,94227.6,94070.0,94177.6,300.291,28270693.0367,4413,146.111,13754246.5999
2025-05-05 16:45:00+00:00,94177.6,94209.9,94046.0,94149.4,197.239,18568524.2496,3328,81.666,7688016.1429
2025-05-05 17:00:00+00:00,94149.4,94226.1,94014.3,94036.7,314.753,29625995.9131,4643,145.259,13673047.0209
2025-05-05 17:15:00+00:00,94036.7,94355.0,94020.0,94310.3,180.83,17037372.9591,3897,105.254,9917169.1097
2025-05-05 17:30:00+00:00,94310.3,94599.0,94304.6,94406.5,509.542,48123913.515,7255,284.869,26904922.1856
2025-05-05 17:45:00+00:00,94406.5,94491.3,94371.7,94453.6,158.845,14999051.862,2631,87.213,8235149.5615
2025-05-05 18:00:00+00:00,94453.7,94642.0,94392.2,94618.1,216.463,20466564.7947,3577,112.679,10653981.2764
2025-05-05 18:15:00+00:00,94616.0,94656.0,94502.1,94543.9,175.941,16642038.8407,2877,72.029,6812885.0681
2025-05-05 18:30:00+00:00,94543.9,94902.0,94526.0,94797.5,351.395,33296410.4942,5685,237.476,22502248.2222
2025-05-05 18:45:00+00:00,94799.9,94844.0,94661.6,94682.7,156.209,14801154.4696,3116,64.901,6149315.2377
